https://www.ctcrash.uconn.edu/QueryTool2.action?qid=180309
"CrashId","Fatal Case Status","Fatal Case Status Text Format","CrashId","CrashId","Latitude","Longitude","DOT Case Number","Town Name","Town Number","Town Number","Town Number Text Format","Date Of Crash","Year","Month","Month Text Format","Day","Day of the Week","Day of the Week Text Format","Time of Crash","Hour of the Day","Case Identifier","Crash Severity","Crash Severity Text Format","Most Severe Injury","Most Severe Injury Text Format","Number Of Motor Vehicles","Number Of Non-Motorist","Number Of Witnesses","Route Class","Route Class Text Format","Milemarker","Road Number","Road Description","Roadway Name","Intersecting Roadway Name","Landmark Description","Distance From Nearest Landmark","Unit Of Measure From Nearest Landmark","Direction From Nearest Landmark","Latitude","Longitude","First Harmful Event","First Harmful Event Text Format","Manner of Crash / Collision Impact","Manner of Crash / Collision Impact Text Format","Location of First Harmful Event","Location of First Harmful Event Text Format","Weather Condition","Weather Condition Text Format","Weather 2","Weather 2 Text Format","Light Condition","Light Condition Text Format","Road Surface Condition","Road Surface Condition Text Format","Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format","Environment 2","Environment 2 Text Format","Environment 3","Environment 3 Text Format","Contributing Circumstances, Road","Contributing Circumstances, Road Text Format","Road 2","Road 2 Text Format","Road 3","Road 3 Text Format","Crash Specific Location","Crash Specific Location Text Format","Type of Intersection","Type of Intersection Text Format","School Bus Related","School Bus Related Text Format","Work Zone Related","Work Zone Related Text Format","Location Of Crash Relative To Work Zone","Location Of Crash Relative To Work Zone Text Format","Type of Work Zone","Type of Work Zone Text Format","Worker Presence","Worker Presence Text Format","Law Enforcement Presence","Law Enforcement Presence Text Format","Were Vehicles Moved Prior To Police Arrival","Trafficway Ownership","Trafficway Ownership Text Format","Trafficway Class","Trafficway Class Text Format","Police Agency","Police Agency Text Format","Badge Number","Approval Date","Police Case Status","Police Case Status Text Format","Crash Report Submission Date","Related Case Identifiers","No. of Through Lanes (Log Dir.)","Average Daily Traffic","Functional Classification","Functional Classification Text Format","Rural or Urban","Rural or Urban Text Format"
"806377","1","Complete","806377","806377","41.12340000","-73.39920000","3309473","Norwalk","103","103","Norwalk","2021-04-05","2021","4","April","5","2","Monday","13:18:00","13","2100014355","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","2","1","0","2","USRoute","16.98","1","1-N","1-N","","George Ave","150.0","Feet","E","41.12340000","-73.39920000","15","Parked Motor Vehicle","97","Other","97","Other","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","97","Other","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","4","Parking Lot","CT0010300","Norwalk PD","Y004","2021-04-23 13:31:05.0","O","Open","2021-04-23 13:34:09.0","","4","23000","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"806590","1","Complete","806590","806590","41.10403100","-73.42711900","3309686","Norwalk","103","103","Norwalk","2021-04-03","2021","4","April","3","7","Saturday","16:28:00","16","2100014031","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","4","Local","0.00","0270","ELMWOOD AV","ELMWOOD AV","CEDAR ST","Cedar","7.0","Feet","S","41.10403100","-73.42711900","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","Z006","2021-04-24 20:24:46.0","O","Open","2021-04-24 20:27:47.0","","2","2500","7","LOCAL - NEW HPMS","2","Urban"
"806602","1","Complete","806602","806602","41.12139439","-73.41423798","3309698","Norwalk","103","103","Norwalk","2021-04-24","2021","4","April","24","7","Saturday","11:24:00","11","2100017508","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","0","Unknown","99103.00","","93 Main Street","93 Main Street","","North avenue","217.0","Feet","W","41.12139439","-73.41423798","9","Pedestrian","88","Not Applicable","7","In Parking Lane or Zone","1","Clear","88","Not Applicable","1","Daylight","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","15","Service or Rest Area","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","4","Parking Lot","CT0010300","Norwalk PD","P026","2021-04-25 14:08:43.0","O","Open","2021-04-25 14:15:33.0","","","","","","",""
"807528","1","Complete","807528","807528","41.09742300","-73.41897200","3310624","Norwalk","103","103","Norwalk","2021-04-05","2021","4","April","5","2","Monday","07:53:00","7","2100014264","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","1","4","Local","0.11","0809","SOUTH MAIN ST","SOUTH MAIN ST","ELIZABETH ST","","","","S","41.09742300","-73.41897200","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","G019","2021-04-28 11:37:12.0","O","Open","2021-04-28 11:43:11.0","","1","9300","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"808306","1","Complete","808306","808306","41.09521700","-73.42698000","3311402","Norwalk","103","103","Norwalk","2021-03-30","2021","3","March","30","3","Tuesday","17:32:00","17","2100013381","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","2","1","0","4","Local","0.39","299","FLAX HILL RD","FLAX HILL RD","","Lowe St.","440.0","Feet","W","41.09521700","-73.42698000","14","Motor Vehicle in Operation","4","Sideswipe, same direction","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","99","Unknown","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","V009","2021-04-30 19:59:32.0","O","Open","2021-04-30 20:09:24.0","","2","8700","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"810855","1","Complete","810855","810855","41.09834100","-73.42711800","3313951","Norwalk","103","103","Norwalk","2021-05-10","2021","5","May","10","2","Monday","19:16:00","19","2100020025","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","1","4","Local","0.01","0399","HILLSIDE ST","HILLSIDE ST","","TAYLOR AV","35.0","Feet","E","41.09834100","-73.42711800","10","Pedalcycle/Pedalcyclist","88","Not Applicable","2","Shoulder","1","Clear","88","Not Applicable","1","Daylight","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","3","Intersection-Related","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","D034","2021-05-11 16:44:37.0","O","Open","2021-05-11 16:44:45.0","","2","6300","5","MAJOR COLLECTOR - NEW HPMS","2","Urban"
"811915","1","Complete","811915","811915","41.12621600","-73.39029400","3315011","Norwalk","103","103","Norwalk","2021-04-18","2021","4","April","18","1","Sunday","20:55:00","20","2100016600","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","2","USRoute","17.48","1","1-N","1-N","","Strawberry Hill Avenue","1.0","TenthsofMile","E","41.12621600","-73.39029400","9","Pedestrian","88","Not Applicable","7","In Parking Lane or Zone","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","2","Private Road","4","Parking Lot","CT0010300","Norwalk PD","M042","2021-05-15 19:07:45.0","O","Open","2021-05-15 19:12:17.0","","4","19600","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"811939","1","Complete","811939","811939","41.10060000","-73.42590000","3315035","Norwalk","103","103","Norwalk","2021-05-15","2021","5","May","15","7","Saturday","18:15:00","18","2100020788","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","0.16","0193","COUCH ST","COUCH ST","","Elmwood Ave.","100.0","Feet","W","41.10060000","-73.42590000","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","D034","2021-05-16 21:05:36.0","O","Open","2021-05-16 21:09:27.0","","2","3045","7","LOCAL - NEW HPMS","2","Urban"
"812407","1","Complete","812407","812407","41.10434700","-73.41959500","3315503","Norwalk","103","103","Norwalk","2021-05-07","2021","5","May","7","6","Friday","20:55:00","20","2100019603","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","1","4","Local","0.53","0601","NORTH WATER ST","NORTH WATER ST","WEST AV","","","","","41.10434700","-73.41959500","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","M042","2021-05-17 16:54:58.0","O","Open","2021-05-17 16:56:43.0","","6","35000","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"812450","1","Complete","812450","812450","41.13422842","-73.42467182","3315546","Norwalk","103","103","Norwalk","2021-05-17","2021","5","May","17","2","Monday","18:30:00","18","2100021099","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","3","State","0.52","719","719-N","719-N","","Main Avenue","20.0","Feet","W","41.13422842","-73.42467182","9","Pedestrian","88","Not Applicable","97","Other","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","97","Other","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","2","Trafficway, Not on Road","CT0010300","Norwalk PD","A017","2021-05-17 21:19:49.0","O","Open","2021-05-17 21:27:54.0","","4","20100","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"813707","1","Complete","813707","813707","41.10194400","-73.44508800","3316803","Norwalk","103","103","Norwalk","2021-05-18","2021","5","May","18","3","Tuesday","16:14:00","16","2100021248","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","0.48","0986","WEST CEDAR ST NO 2","WEST CEDAR ST NO 2","","ORLANDO RD","605.0","Feet","S","41.10194400","-73.44508800","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","97","Other","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","E007","2021-05-22 21:22:11.0","O","Open","2021-05-22 21:22:55.0","","2","5600","7","LOCAL - NEW HPMS","2","Urban"
"814771","1","Complete","814771","814771","41.09995800","-73.42862500","3317867","Norwalk","103","103","Norwalk","2021-05-17","2021","5","May","17","2","Monday","21:33:00","21","2100021118","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","4","Local","0.26","0851","TAYLOR AV","TAYLOR AV","WEST COUCH ST","","","","","41.09995800","-73.42862500","99","Unknown","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","P025","2021-05-26 15:57:37.0","O","Open","2021-05-26 15:57:45.0","","2","6300","5","MAJOR COLLECTOR - NEW HPMS","2","Urban"
"815070","1","Complete","815070","815070","41.10201500","-73.43697900","3318166","Norwalk","103","103","Norwalk","2021-05-13","2021","5","May","13","5","Thursday","18:37:00","18","2100020480","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","3","1","0","2","USRoute","14.03","1","1-N","1-N","","SCRIBNER AVENUE","100.0","Feet","W","41.10201500","-73.43697900","14","Motor Vehicle in Operation","3","Angle","97","Other","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","97","Other","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","4","Parking Lot","CT0010300","Norwalk PD","A017","2021-05-27 16:35:00.0","O","Open","2021-05-27 16:35:08.0","","4","24700","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"815146","1","Complete","815146","815146","41.09518200","-73.42589800","3318242","Norwalk","103","103","Norwalk","2021-05-27","2021","5","May","27","5","Thursday","18:46:00","18","2100022891","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","4","Local","0.00","0367","HAMILTON AV","HAMILTON AV","LOWE ST","","","","","41.09518200","-73.42589800","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","P025","2021-05-27 22:51:56.0","O","Open","2021-05-27 22:57:09.0","","2","5797","7","LOCAL - NEW HPMS","2","Urban"
"816467","1","Complete","816467","816467","41.09836100","-73.44357700","3319563","Norwalk","103","103","Norwalk","2021-04-20","2021","4","April","20","3","Tuesday","13:20:00","13","2100016888","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","2","USRoute","13.61","1","1-N","1-N","","RAMPART RD","600.0","Feet","W","41.09836100","-73.44357700","9","Pedestrian","88","Not Applicable","97","Other","1","Clear","1","Clear","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","97","Other","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","S047","2021-06-02 09:10:30.0","O","Open","2021-06-02 09:11:56.0","","4","24700","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"817919","1","Complete","817919","817919","41.09756000","-73.41890000","3321015","Norwalk","103","103","Norwalk","2021-06-03","2021","6","June","3","5","Thursday","16:42:00","16","2100024018","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","4","Local","0.09","0809","SOUTH MAIN ST","SOUTH MAIN ST","","Elizabeth Street","56.0","Feet","N","41.09756000","-73.41890000","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","S049","2021-06-07 19:56:05.0","O","Open","2021-06-07 19:59:34.0","","2","9300","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
