https://www.ctcrash.uconn.edu/QueryTool2.action?qid=180305
"CrashId","Fatal Case Status","Fatal Case Status Text Format","CrashId","CrashId","Latitude","Longitude","DOT Case Number","Town Name","Town Number","Town Number","Town Number Text Format","Date Of Crash","Year","Month","Month Text Format","Day","Day of the Week","Day of the Week Text Format","Time of Crash","Hour of the Day","Case Identifier","Crash Severity","Crash Severity Text Format","Most Severe Injury","Most Severe Injury Text Format","Number Of Motor Vehicles","Number Of Non-Motorist","Number Of Witnesses","Route Class","Route Class Text Format","Milemarker","Road Number","Road Description","Roadway Name","Intersecting Roadway Name","Landmark Description","Distance From Nearest Landmark","Unit Of Measure From Nearest Landmark","Direction From Nearest Landmark","Latitude","Longitude","First Harmful Event","First Harmful Event Text Format","Manner of Crash / Collision Impact","Manner of Crash / Collision Impact Text Format","Location of First Harmful Event","Location of First Harmful Event Text Format","Weather Condition","Weather Condition Text Format","Weather 2","Weather 2 Text Format","Light Condition","Light Condition Text Format","Road Surface Condition","Road Surface Condition Text Format","Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format","Environment 2","Environment 2 Text Format","Environment 3","Environment 3 Text Format","Contributing Circumstances, Road","Contributing Circumstances, Road Text Format","Road 2","Road 2 Text Format","Road 3","Road 3 Text Format","Crash Specific Location","Crash Specific Location Text Format","Type of Intersection","Type of Intersection Text Format","School Bus Related","School Bus Related Text Format","Work Zone Related","Work Zone Related Text Format","Location Of Crash Relative To Work Zone","Location Of Crash Relative To Work Zone Text Format","Type of Work Zone","Type of Work Zone Text Format","Worker Presence","Worker Presence Text Format","Law Enforcement Presence","Law Enforcement Presence Text Format","Were Vehicles Moved Prior To Police Arrival","Trafficway Ownership","Trafficway Ownership Text Format","Trafficway Class","Trafficway Class Text Format","Police Agency","Police Agency Text Format","Badge Number","Approval Date","Police Case Status","Police Case Status Text Format","Crash Report Submission Date","Related Case Identifiers","No. of Through Lanes (Log Dir.)","Average Daily Traffic","Functional Classification","Functional Classification Text Format","Rural or Urban","Rural or Urban Text Format"
"1043558","1","Complete","1043558","1043558","41.12551600","-73.39288100","3537743","Norwalk","103","103","Norwalk","2023-03-25","2023","3","March","25","7","Saturday","20:04:00","20","2300016500","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","1","2","USRoute","17.33","1","1-N","1-N","","Strawberry Hill","1.0","TenthsofMile","W","41.12551600","-73.39288100","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","M055","2023-04-27 17:14:58.0","C","Closed","2023-04-27 17:17:16.0","","4","23000","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"1044573","1","Complete","1044573","1044573","41.10160700","-73.43832600","3538758","Norwalk","103","103","Norwalk","2023-02-21","2023","2","February","21","3","Tuesday","17:57:00","17","2300010072","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","2","2","USRoute","13.96","1","1-N","1-N","","Scribner Ave","712.0","Feet","W","41.10160700","-73.43832600","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","3","Fog, Smog, Smoke","4","Dark-Lighted","2","Wet","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","9","Driveway Access-Related","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","E007","2023-05-01 20:02:32.0","C","Closed","2023-05-01 20:06:10.0","","5","24700","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"1046636","1","Complete","1046636","1046636","41.09801475","-73.40404699","3540821","Norwalk","103","103","Norwalk","2023-04-01","2023","4","April","1","7","Saturday","19:48:00","19","2300018073","O","Property Damage Only","O","No Apparent Injury (O)","1","1","0","4","Local","0.01","0196","COVE AV","COVE AV","","1st St ","50.0","Feet","S","41.09801475","-73.40404699","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","4","Dark-Lighted","2","Wet","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","S053","2023-05-08 22:21:21.0","C","Closed","2023-05-08 22:28:56.0","","2","1176","7","LOCAL - NEW HPMS","2","Urban"
"1047094","1","Complete","1047094","1047094","41.13609100","-73.40705300","3541279","Norwalk","103","103","Norwalk","2023-05-05","2023","5","May","5","6","Friday","09:08:00","9","2300025650","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","0.71","253","EAST ROCKS RD","EAST ROCKS RD","SAINT MARYS LA","","","","","41.13609100","-73.40705300","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","B030","2023-05-10 10:35:30.0","C","Closed","2023-05-10 10:43:46.0","","2","3400","5","MAJOR COLLECTOR - NEW HPMS","2","Urban"
"1047114","1","Complete","1047114","1047114","41.09574500","-73.44936400","3541299","Norwalk","103","103","Norwalk","2023-05-03","2023","5","May","3","4","Wednesday","09:58:00","9","2300025177","O","Property Damage Only","O","No Apparent Injury (O)","1","1","0","","","","","","680 CONNECTICUT AV","","Richards Ave","530.0","Feet","E","41.09574500","-73.44936400","9","Pedestrian","88","Not Applicable","7","In Parking Lane or Zone","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","97","Other","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","4","Parking Lot","CT0010300","Norwalk PD","M055","2023-05-10 11:00:02.0","O","Open","2023-05-10 11:04:09.0","","","","","","",""
"1047652","1","Complete","1047652","1047652","41.14566400","-73.39133600","3541837","Norwalk","103","103","Norwalk","2023-05-06","2023","5","May","6","7","Saturday","07:07:00","7","2300025906","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","4","Local","1.67","0944","WOLFPIT AV","PARTRICK AV","WOLFPIT AV","","","","W","41.14566400","-73.39133600","10","Pedalcycle/Pedalcyclist","6","Rear to side","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","M053","2023-05-12 11:30:58.0","C","Closed","2023-05-12 11:34:38.0","","2","2900","5","MAJOR COLLECTOR - NEW HPMS","2","Urban"
"1052185","1","Complete","1052185","1052185","41.09272188","-73.45249201","3545400","Norwalk","103","103","Norwalk","2023-05-20","2023","5","May","20","7","Saturday","13:12:00","13","2300029093","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","2","USRoute","12.99","1","1-N","1-N","","Richards Ave","500.0","Feet","S","41.09272188","-73.45249201","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","1","Daylight","2","Wet","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","9","Driveway Access-Related","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","4","Parking Lot","CT0010300","Norwalk PD","A019","2023-05-24 10:06:50.0","C","Closed","2023-05-24 10:09:57.0","","4","27100","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"1057509","1","Complete","1057509","1057509","41.09028800","-73.41619902","3549725","Norwalk","103","103","Norwalk","2023-06-07","2023","6","June","7","4","Wednesday","08:38:00","8","2300033142","O","Property Damage Only","O","No Apparent Injury (O)","1","1","1","4","Local","0.03","1058","WOODWARD AV RT 136","WOODWARD AV RT 136","","Meadow St","135.0","Feet","N","41.09028800","-73.41619902","9","Pedestrian","88","Not Applicable","1","On Roadway","2","Cloudy","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","N007","2023-06-08 12:22:09.0","C","Closed","2023-06-08 12:28:38.0","","2","9800","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"1058726","1","Complete","1058726","1058726","41.09566900","-73.44957700","3550942","Norwalk","103","103","Norwalk","2023-06-12","2023","6","June","12","2","Monday","09:58:00","9","2300034326","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","","","","","","680 Connecticut Avenue","","Connecticut Avenue","225.0","Feet","N","41.09566900","-73.44957700","9","Pedestrian","88","Not Applicable","7","In Parking Lane or Zone","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","97","Other","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","88","Not Applicable","4","Parking Lot","CT0010300","Norwalk PD","S055","2023-06-13 08:17:10.0","C","Closed","2023-06-13 08:24:15.0","","","","","","",""
"1058982","1","Complete","1058982","1058982","41.08471900","-73.41436400","3551198","Norwalk","103","103","Norwalk","2023-05-28","2023","5","May","28","1","Sunday","02:57:00","2","2300030820","O","Property Damage Only","O","No Apparent Injury (O)","1","1","0","4","Local","0.38","1057","WOODWARD AV NO 2","WOODWARD AV NO 2","NEPTUNE AV","","","","","41.08471900","-73.41436400","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","L020","2023-06-14 01:52:30.0","C","Closed","2023-06-14 02:01:37.0","","2","2425","7","LOCAL - NEW HPMS","2","Urban"
"1059234","1","Complete","1059234","1059234","41.11618400","-73.41472600","3551449","Norwalk","103","103","Norwalk","2023-05-25","2023","5","May","25","5","Thursday","20:15:00","20","2300030247","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","","","","","","717 WEST AV","","West Ave","5.0","Feet","E","41.11618400","-73.41472600","10","Pedalcycle/Pedalcyclist","3","Angle","8","Off Roadway,  Location Unknown","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","2","Visual Obstruction(s)","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","8","Driveway Access","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","2","Trafficway, Not on Road","CT0010300","Norwalk PD","K017","2023-06-14 16:31:29.0","C","Closed","2023-06-14 16:37:59.0","","","","","","",""
"1061027","1","Complete","1061027","1061027","41.10131800","-73.40125300","3553241","Norwalk","103","103","Norwalk","2023-06-19","2023","6","June","19","2","Monday","15:42:00","15","2300035999","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","0","4","Local","1.05","0354","GREGORY BLVD","GREGORY BLVD","OLD SAUGATUCK RD","","","","","41.10131800","-73.40125300","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","P020","2023-06-20 20:36:59.0","C","Closed","2023-06-20 20:44:17.0","","2","10200","5","MAJOR COLLECTOR - NEW HPMS","2","Urban"
"1064177","1","Complete","1064177","1064177","41.13112300","-73.42366800","3556389","Norwalk","103","103","Norwalk","2023-06-18","2023","6","June","18","1","Sunday","12:07:00","12","2300035756","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","3","State","0.30","719","719-N","719-N","Broad St","","","","","41.13112300","-73.42366800","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","N007","2023-07-03 10:31:40.0","C","Closed","2023-07-03 10:39:48.0","","4","20100","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"1065774","1","Complete","1065774","1065774","41.09815600","-73.40419000","3557986","Norwalk","103","103","Norwalk","2023-07-05","2023","7","July","5","4","Wednesday","22:26:00","22","2300039503","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","0.08","297","FIRST ST","FIRST ST","COVE AV","","","","","41.09815600","-73.40419000","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","5","Dark-Not Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","T018","2023-07-10 00:19:32.0","C","Closed","2023-07-10 00:24:13.0","","2","3000","5","MAJOR COLLECTOR - NEW HPMS","2","Urban"
"1067974","1","Complete","1067974","1067974","41.12960800","-73.41979200","3560186","Norwalk","103","103","Norwalk","2023-07-14","2023","7","July","14","6","Friday","23:17:00","23","2300041443","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","4","Local","0.03","0613","OHIO AV","OHIO AV","","Hudson St","385.0","Feet","E","41.12960800","-73.41979200","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","4","Dark-Lighted","2","Wet","1","Weather Conditions","88","Not Applicable","88","Not Applicable","5","Road Surface Condition (wet, icy, snow, slush, etc.)","88","Not Applicable","88","Not Applicable","9","Driveway Access-Related","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","G016","2023-07-15 02:22:09.0","C","Closed","2023-07-15 02:29:06.0","","2","770","7","LOCAL - NEW HPMS","2","Urban"
"1069871","1","Complete","1069871","1069871","41.10432100","-73.41965500","3562083","Norwalk","103","103","Norwalk","2023-07-22","2023","7","July","22","7","Saturday","15:26:00","15","2300043160","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","2","4","Local","0.19","0919","WEST AV","WEST AV","REED ST","","","","","41.10432100","-73.41965500","11","Other Non-motorist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","P025","2023-07-22 21:45:10.0","C","Closed","2023-07-22 21:51:11.0","","6","35000","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
